CustomerID,FirstName,LastName,DOB,Province,MonthlyIncome,EmploymentStatus,CreditScore
CUST001451,Aaron,Ochoa,08/04/1996,Limpopo,51764.4,Unemployed,687.0
CUST001452,Maurice,Harrison,19 Dec 1955,KwaZulu-Natal,43305.22,Retired,314.0
CUST001453,Sandra,Arroyo,1978-06-19,Limpopo,21117.56,Employed,501.0
CUST001454,Albert,Jordan,17 Aug 1969,Gauteng,72582.55,Self-Employed,507.0
CUST001455,Jerry,Smith,1973-07-02,Mpumalanga,81138.28,Unemployed,847.0
CUST001456,Robert,Castro,1974-07-07,Gauteng,46597.38,Self-Employed,550.0
CUST001457,Frank,Mclaughlin,10 Apr 1974,KwaZulu-Natal,53535.59,Employed,494.0
CUST001458,Nicholas,Baker,1975-11-01,KwaZulu-Natal,9399.64,Retired,775.0
CUST001459,John,Duran,1999-03-31,Limpopo,10380.89,Retired,385.0
CUST001460,Lindsey,Cohen,1969-03-25,Northern Cape,52662.65,Employed,740.0
CUST001461,Julia,Lamb,1975-05-22,North West,20181.3,Retired,300.0
CUST001462,Melissa,White,20 Jun 1969,Free State,18710.82,Unemployed,606.0
CUST001463,Dana,Williamson,18/08/1968,Limpopo,49681.78,Retired,414.0
CUST001464,Cindy,Lopez,01/07/1956,,76416.06,Retired,467.0
CUST001465,Brandon,Nichols,28 Jun 1964,Free State,73893.41,Self-Employed,498.0
CUST001466,Curtis,Adams,23/11/1989,Eastern Cape,29083.4,Retired,405.0
CUST001467,Jessica,Hall,19/10/1962,KwaZulu-Natal,19948.28,Self-Employed,461.0
CUST001468,Tristan,Peterson,10/07/1970,Limpopo,83482.93,Retired,575.0
CUST001469,Lauren,Bolton,10-28-1977,North West,71672.34,Unemployed,641.0
CUST001470,Lacey,Rivera,01-22-1996,North West,49844.56,Employed,713.0
CUST001471,Stephanie,Brown,18 Oct 1992,Limpopo,15764.39,Unemployed,319.0
CUST001472,Charles,Harrison,16/10/1964,Eastern Cape,25102.31,Employed,629.0
CUST001473,Mckenzie,Roth,28 Apr 1995,Limpopo,63990.87,Retired,580.0
CUST001474,David,Tate,08/07/1967,KwaZulu-Natal,43114.46,Retired,347.0
CUST001475,Kelsey,Ramos,21 Dec 1990,North West,83947.8,Employed,403.0
CUST001476,Arthur,Murray,07-29-1992,Free State,39769.01,Retired,437.0
CUST001477,Adriana,Hendrix,1978-04-06,Limpopo,63462.15,Self-Employed,606.0
CUST001478,Erin,Collins,1971-01-27,North West,50605.02,Unemployed,843.0
CUST001479,Crystal,Williams,2000-07-24,KwaZulu-Natal,9974.31,Unemployed,669.0
CUST001480,Abigail,King,20 Mar 1986,Eastern Cape,42200.28,Unemployed,503.0
CUST001481,James,Clay,01-08-1997,Free State,79580.84,Retired,737.0
CUST001482,Jeff,Rodriguez,12 Dec 1985,Gauteng,9353.05,Unemployed,316.0
CUST001483,Mark,Jackson,1968-10-26,Northern Cape,30829.14,Unemployed,641.0
CUST001484,David,Mccormick,1955-12-30,Western Cape,67337.35,Employed,779.0
CUST001485,Bobby,Logan,19/05/1978,Western Cape,39191.21,Retired,455.0
CUST001486,Caitlyn,Watson,1959-11-11,KwaZulu-Natal,31854.68,Retired,321.0
CUST001487,Eric,Davis,04-06-1985,Gauteng,,Unemployed,737.0
CUST001488,Sarah,Shea,28/07/1985,Limpopo,57115.82,Unemployed,456.0
CUST001489,Brian,Newman,25/03/1989,Eastern Cape,12622.17,Employed,430.0
CUST001490,Lacey,Martinez,1966-09-26,Limpopo,79241.47,Self-Employed,610.0
CUST001491,Tina,Kramer,11-21-1991,Eastern Cape,21987.48,Self-Employed,750.0
CUST001492,Linda,Gonzales,30 Oct 1964,Gauteng,64387.36,Retired,350.0
CUST001493,Hannah,Howard,13 Jan 1962,Eastern Cape,35130.64,Employed,479.0
CUST001494,Rachel,Washington,1976-07-26,KwaZulu-Natal,14188.85,Unemployed,624.0
CUST001495,Kenneth,Terry,04/09/1964,Western Cape,33468.61,Employed,
CUST001496,Jacob,Bailey,21 Sep 1990,Mpumalanga,73528.19,Unemployed,366.0
CUST001497,Joshua,Guerra,06-18-1999,Eastern Cape,11298.34,Retired,
CUST001498,Angela,Jones,01-03-1963,Limpopo,72716.89,Employed,431.0
CUST001499,Kenneth,Baker,10/03/1973,North West,9425.11,Unemployed,680.0
CUST001500,Aaron,Little,05/10/1973,Mpumalanga,79871.47,Self-Employed,673.0
CUST001501,Jacob,Smith,1996-09-10,,20928.19,Unemployed,571.0
CUST001502,Kimberly,Allen,1990-03-05,Gauteng,76050.05,Self-Employed,717.0
CUST001503,Dominique,Ryan,02 Mar 1974,Northern Cape,12559.28,Self-Employed,394.0
CUST001504,Alexandria,Jimenez,1982-01-14,Western Cape,41886.88,Retired,437.0
CUST001505,Chloe,Morris,1986-05-01,Free State,76913.69,Unemployed,674.0
CUST001506,Daniel,Mills,1958-10-08,North West,71402.69,Self-Employed,524.0
CUST001507,Mary,Anderson,30/06/1997,Eastern Cape,64326.41,Unemployed,407.0
CUST001508,James,Washington,04-22-1960,KwaZulu-Natal,28739.21,Retired,832.0
CUST001509,Ashley,Huff,02-23-1987,KwaZulu-Natal,34669.04,Employed,694.0
CUST001510,Alicia,Miles,08/11/1967,,55587.77,Self-Employed,465.0
CUST001511,Michael,Obrien,1958-12-20,North West,32184.09,Retired,762.0
CUST001512,Sarah,Clark,26 Feb 1979,Free State,13984.44,Unemployed,645.0
CUST001513,Pamela,Miller,06/01/1994,Free State,74693.67,Retired,398.0
CUST001514,Bruce,Grant,08-08-2000,Northern Cape,67447.32,Employed,429.0
CUST001515,Robert,Wood,28 Jul 1989,Western Cape,61871.98,Unemployed,614.0
CUST001516,Madison,Baker,1957-07-08,Northern Cape,70512.14,Self-Employed,445.0
CUST001517,Chad,Torres,27/11/2000,Gauteng,64439.96,Self-Employed,843.0
CUST001518,Susan,Davis,05-17-1990,Northern Cape,80746.66,Unemployed,462.0
CUST001519,Amanda,Lopez,28/10/1980,Eastern Cape,64963.89,Retired,507.0
CUST001520,John,Garrett,26 Feb 1964,Free State,46500.76,Retired,779.0
CUST001521,Kara,Perry,08-18-1960,Gauteng,61521.46,Self-Employed,368.0
CUST001522,Danielle,Howard,02 Aug 1977,KwaZulu-Natal,70706.52,Self-Employed,700.0
CUST001523,Elizabeth,Andrade,29 Jul 1963,Mpumalanga,24510.15,Self-Employed,582.0
CUST001524,Henry,Morales,08 Oct 1971,Western Cape,51667.34,Self-Employed,754.0
CUST001525,Eric,Murillo,10-30-1976,,13942.01,Employed,782.0
CUST001526,Michael,Edwards,27 Feb 2003,Free State,48071.39,Self-Employed,372.0
CUST001527,Mark,Watson,03-31-1992,Free State,7798.22,Unemployed,415.0
CUST001528,Ryan,Swanson,08 Oct 1984,KwaZulu-Natal,60160.67,Unemployed,530.0
CUST001529,Anna,Lewis,1992-04-27,Limpopo,72922.22,Retired,731.0
CUST001530,Sara,King,2001-09-22,Free State,63461.63,Unemployed,729.0
CUST001531,Seth,Sanders,06-06-1990,Limpopo,12641.04,Self-Employed,806.0
CUST001532,Tonya,Larson,30 May 1980,Free State,67364.22,Retired,831.0
CUST001533,Victoria,Turner,25 Dec 1969,Gauteng,52022.61,Employed,397.0
CUST001534,Jeffrey,Foley,10/08/1956,Limpopo,61599.08,Retired,340.0
CUST001535,Lynn,Norris,24 Oct 1968,North West,46582.61,Retired,326.0
CUST001536,Angela,Hawkins,05/01/2000,Gauteng,30981.46,Retired,329.0
CUST001537,Eric,Johnson,08-21-1972,Limpopo,32196.0,Self-Employed,583.0
CUST001538,Devon,Richardson,1983-07-06,Limpopo,84273.54,Self-Employed,514.0
CUST001539,Jesse,Shepherd,12-24-1959,Mpumalanga,67367.94,Retired,391.0
CUST001540,Ricardo,Hardin,24/10/1990,Limpopo,12654.5,Retired,620.0
CUST001541,Jennifer,Mcguire,13/11/1963,Mpumalanga,73406.07,Unemployed,748.0
CUST001542,Margaret,Norris,24/03/1983,KwaZulu-Natal,13474.19,Unemployed,482.0
CUST001543,Rebecca,Larson,1969-12-26,Eastern Cape,61789.08,Retired,569.0
CUST001544,Jessica,Johnston,05-02-1959,Northern Cape,15209.1,Unemployed,384.0
CUST001545,Brian,Wise,07/04/1972,North West,24295.24,Unemployed,326.0
CUST001546,Lisa,Butler,22/03/1997,Eastern Cape,39948.65,Self-Employed,312.0
CUST001547,Molly,Perez,1986-11-25,North West,37869.33,Self-Employed,722.0
CUST001548,Carrie,Smith,18 Nov 1992,Mpumalanga,61393.05,Unemployed,741.0
CUST001549,Patrick,Torres,18/07/1957,Limpopo,10701.76,Unemployed,552.0
CUST001550,Amber,Hernandez,07/09/1979,Western Cape,67629.6,Retired,848.0
CUST001551,Jeffrey,Williams,07/09/1990,Limpopo,56419.76,Self-Employed,776.0
CUST001552,Philip,Griffin,1984-02-18,North West,44519.2,Self-Employed,322.0
CUST001553,William,Walker,1969-06-23,Limpopo,61357.88,Unemployed,366.0
CUST001554,Phillip,Anderson,07-13-1959,Free State,63084.72,Retired,741.0
CUST001555,Ashley,Williams,23/09/1974,Mpumalanga,40894.99,Unemployed,638.0
CUST001556,Christopher,Shaw,16 Sep 1992,KwaZulu-Natal,83404.37,Employed,354.0
CUST001557,David,Taylor,05-31-1982,Western Cape,10216.58,Retired,465.0
CUST001558,Tony,Pearson,24/12/1964,KwaZulu-Natal,6873.75,Employed,639.0
CUST001559,Christina,Fitzgerald,22 May 1967,Mpumalanga,35193.9,Unemployed,487.0
CUST001560,Charles,Frank,02-03-1971,KwaZulu-Natal,75264.69,Self-Employed,566.0
CUST001561,Sandra,Davis,24/10/1987,Limpopo,55457.09,Employed,836.0
CUST001562,Rodney,Bailey,1970-12-18,Northern Cape,34538.33,Employed,304.0
CUST001563,Brittney,Johnson,03-14-1970,Gauteng,50230.33,Employed,476.0
CUST001564,Vanessa,Jensen,04 Feb 2003,KwaZulu-Natal,83049.84,Self-Employed,683.0
CUST001565,Scott,Thomas,20 Sep 1957,KwaZulu-Natal,70056.1,Employed,850.0
CUST001566,Lisa,Gonzalez,1973-07-05,Free State,13175.88,Self-Employed,402.0
CUST001567,Katherine,Farrell,17/12/1960,Limpopo,79252.82,Retired,758.0
CUST001568,Brian,Rush,2000-01-19,Limpopo,15881.2,Retired,492.0
CUST001569,Misty,Wilkins,1956-03-23,Limpopo,83578.82,Employed,832.0
CUST001570,Heather,Rodriguez,03-03-1977,Northern Cape,61027.58,Self-Employed,589.0
CUST001571,Andrew,Clark,23 May 1981,Eastern Cape,54920.31,Retired,384.0
CUST001572,James,Mills,25 Dec 1967,Western Cape,43470.41,Retired,594.0
CUST001573,Timothy,Blair,1962-05-09,Northern Cape,19640.35,Self-Employed,621.0
CUST001574,Holly,Smith,1983-07-21,Gauteng,35484.56,Employed,744.0
CUST001575,Elizabeth,Williams,29/09/1963,Northern Cape,60784.24,Employed,768.0
CUST001576,Justin,Mccormick,25/03/1985,Limpopo,20890.46,Employed,346.0
CUST001577,Brian,Pena,20/12/1955,Western Cape,4881.47,Unemployed,481.0
CUST001578,Paul,Nelson,19/06/1996,Limpopo,36857.68,Self-Employed,564.0
CUST001579,Donna,Lin,25 Jun 1956,Free State,75233.82,Unemployed,719.0
CUST001580,Michelle,Banks,30 Aug 1966,Mpumalanga,72332.06,Retired,559.0
CUST001581,Oscar,Bray,07 May 1960,Gauteng,40654.82,Self-Employed,372.0
CUST001582,Leslie,Delacruz,1981-01-30,KwaZulu-Natal,43827.21,Unemployed,471.0
CUST001583,Jacob,Mason,07-20-1977,Mpumalanga,27558.34,Unemployed,411.0
CUST001584,Sara,Smith,11 Jun 1967,Eastern Cape,49157.37,Self-Employed,830.0
CUST001585,Alyssa,Cook,14 Jun 1974,North West,22905.93,Self-Employed,385.0
CUST001586,Eric,Reed,1972-06-16,Eastern Cape,34357.6,Retired,342.0
CUST001587,Colleen,Young,10/07/2002,Eastern Cape,,Self-Employed,649.0
CUST001588,Walter,Cain,08-09-1985,KwaZulu-Natal,20652.27,Retired,689.0
CUST001589,Natasha,Zamora,09-06-1994,Northern Cape,19309.03,Retired,325.0
CUST001590,Anthony,Peters,1969-01-06,Eastern Cape,27668.43,Unemployed,358.0
CUST001591,Edward,Prince,1987-02-06,Mpumalanga,5905.68,Unemployed,679.0
CUST001592,Christopher,Reyes,2001-09-04,,4775.39,Retired,422.0
CUST001593,Cheyenne,Garrett,1966-06-26,Northern Cape,56733.44,Retired,589.0
CUST001594,John,Hernandez,25 Feb 2002,North West,23632.36,Unemployed,653.0
CUST001595,Renee,Murphy,05 Aug 1981,North West,16827.6,Unemployed,529.0
CUST001596,Jamie,Taylor,21/07/1981,Mpumalanga,75495.97,Employed,742.0
CUST001597,Lauren,Huffman,26/05/1970,Gauteng,61710.21,Self-Employed,711.0
CUST001598,Janet,Mills,01-22-1962,Eastern Cape,38401.82,Retired,754.0
CUST001599,Wendy,Daugherty,14 Jul 1962,Limpopo,58062.56,Self-Employed,551.0
CUST001600,Sarah,Stark,22/10/1970,Eastern Cape,63209.2,Unemployed,774.0
CUST001601,Angela,Fry,01 Apr 1961,Limpopo,21687.85,Employed,763.0
CUST001602,Lonnie,Hobbs,20 Jun 1990,Gauteng,31683.49,Retired,829.0
CUST001603,Kathy,Beard,10 Jun 1975,Gauteng,35570.64,Unemployed,459.0
CUST001604,Robert,Ramos,21/05/2000,KwaZulu-Natal,42220.67,Self-Employed,798.0
CUST001605,Patricia,Mahoney,1968-09-16,Western Cape,,Employed,639.0
CUST001606,Kimberly,Rodriguez,06-07-1964,Limpopo,16623.54,Employed,671.0
CUST001607,Kathryn,Salazar,05-17-1968,North West,61140.06,Employed,463.0
CUST001608,Ashley,Hall,17/09/1966,KwaZulu-Natal,47350.57,Self-Employed,780.0
CUST001609,Grace,Howard,08-06-1988,Eastern Cape,57941.46,Retired,399.0
CUST001610,Thomas,Shaw,04/08/1984,Mpumalanga,42888.84,Unemployed,751.0
CUST001611,Jennifer,Brooks,20/06/1996,North West,82608.88,Unemployed,647.0
CUST001612,Travis,Taylor,11-04-1964,Western Cape,54734.5,Self-Employed,413.0
CUST001613,Antonio,Duran,15/04/1956,Limpopo,68318.94,Unemployed,
CUST001614,Joseph,Gutierrez,15 Mar 1991,KwaZulu-Natal,24843.62,Employed,801.0
CUST001615,Vanessa,Todd,28/09/1958,Gauteng,60891.45,Retired,645.0
CUST001616,Sara,Duke,10 Mar 1997,Western Cape,7025.59,Employed,319.0
CUST001617,Tracy,Nguyen,12/07/1977,North West,7396.64,Retired,643.0
CUST001618,John,Sullivan,29 Jul 1957,Mpumalanga,15153.38,Unemployed,497.0
CUST001619,Jill,James,08-02-1970,Western Cape,78461.48,Unemployed,821.0
CUST001620,Cheryl,Newton,1984-01-26,KwaZulu-Natal,13117.49,Unemployed,366.0
CUST001621,Alicia,Liu,04/05/1993,Western Cape,,Unemployed,372.0
CUST001622,Abigail,Hayes,07 Apr 1995,Limpopo,13019.54,Self-Employed,504.0
CUST001623,Bobby,Forbes,1980-06-18,KwaZulu-Natal,,Self-Employed,515.0
CUST001624,Randall,Moss,1982-05-03,Mpumalanga,47111.35,Self-Employed,807.0
CUST001625,Zachary,Mccoy,07/12/1957,North West,58930.83,Employed,753.0
CUST001626,Kelly,Sanders,1970-03-09,Western Cape,20416.5,Self-Employed,426.0
CUST001627,Maria,Murray,1975-11-05,Eastern Cape,30373.14,Self-Employed,704.0
CUST001628,Christie,Brown,05-19-1980,Mpumalanga,27474.94,Unemployed,546.0
CUST001629,Douglas,Gallegos,04-01-1977,Free State,9704.59,Unemployed,361.0
CUST001630,Jennifer,Wilson,11 Dec 1992,Western Cape,76840.49,Employed,626.0
CUST001631,Sharon,Horton,01-23-1962,Western Cape,63035.49,Unemployed,791.0
CUST001632,Robert,Hayes,02-26-1964,North West,84927.34,Self-Employed,343.0
CUST001633,Brittany,Marquez,05 Apr 1965,North West,30611.61,Retired,774.0
CUST001634,Shawn,Wright,08 Oct 1988,North West,63897.67,Employed,442.0
CUST001635,Rebecca,Hogan,18 Jan 1990,KwaZulu-Natal,5622.99,Self-Employed,454.0
CUST001636,David,Wilson,19/02/1977,Eastern Cape,35998.98,Unemployed,
CUST001637,Michael,Mills,01 Jan 1974,KwaZulu-Natal,81393.26,Self-Employed,494.0
CUST001638,Kylie,Hunt,26 Feb 2001,Mpumalanga,73053.57,Employed,661.0
CUST001639,Nicholas,James,1992-06-11,Limpopo,53429.32,Retired,521.0
CUST001640,Rhonda,Cunningham,1987-03-23,Free State,31755.73,Retired,424.0
CUST001641,Edward,Melton,02-25-1964,Limpopo,69473.5,Unemployed,784.0
CUST001642,Jennifer,Barnes,04 Jun 1970,Limpopo,21361.21,Self-Employed,620.0
CUST001643,Kayla,Griffin,20 Aug 1985,Free State,50966.19,Self-Employed,430.0
CUST001644,David,Anderson,21/04/1965,Eastern Cape,24552.47,Employed,620.0
CUST001645,Cindy,King,1977-07-31,Mpumalanga,54700.36,Retired,773.0
CUST001646,Melissa,Stephens,11-04-1955,Western Cape,67083.37,Unemployed,446.0
CUST001647,Nicole,Young,1983-10-31,North West,55462.12,Retired,449.0
CUST001648,Thomas,Ortiz,05-19-1959,North West,53184.07,Self-Employed,423.0
CUST001649,Carol,Sanchez,1981-11-02,Eastern Cape,45082.4,Retired,733.0
CUST001650,Christine,Grant,1995-03-07,Free State,,Retired,380.0
CUST001651,Brandon,Hernandez,04/12/1986,North West,49198.78,Unemployed,410.0
CUST001652,Benjamin,Nash,01 Aug 1987,Free State,53326.67,Self-Employed,630.0
CUST001653,Mary,Evans,1999-09-30,Gauteng,48982.3,Unemployed,684.0
CUST001654,Brandon,Butler,15 Feb 1964,Limpopo,30792.14,Employed,589.0
CUST001655,Emily,Carr,1988-10-04,Northern Cape,62240.25,Employed,369.0
CUST001656,Brooke,Cobb,1964-01-31,Northern Cape,61965.23,Unemployed,665.0
CUST001657,Stanley,Riley,11 Apr 2000,Limpopo,44142.68,Retired,705.0
CUST001658,Christopher,Evans,1973-04-04,Eastern Cape,13777.56,Unemployed,532.0
CUST001659,Nicholas,Jones,1976-01-29,Gauteng,60631.67,Employed,524.0
CUST001660,Andrea,Carter,09/01/1962,KwaZulu-Natal,30497.5,Retired,319.0
CUST001661,Heather,Hill,11-12-1980,,62036.75,Employed,341.0
CUST001662,Alicia,Dominguez,1984-12-11,Eastern Cape,44062.94,Employed,676.0
CUST001663,Daniel,Blair,04/10/1985,Mpumalanga,47666.51,Unemployed,572.0
CUST001664,Vanessa,Webb,15 Aug 1988,KwaZulu-Natal,65210.8,Self-Employed,634.0
CUST001665,Sarah,Andersen,08 May 1969,Western Cape,40857.81,Retired,509.0
CUST001666,Chelsea,Stewart,1980-10-14,Mpumalanga,64296.48,Self-Employed,605.0
CUST001667,Wanda,Gomez,17/10/1961,Free State,8876.59,Unemployed,522.0
CUST001668,Anna,Stone,11-23-1985,Gauteng,19063.99,Retired,697.0
CUST001669,Travis,White,26 Oct 1984,Mpumalanga,17803.21,Unemployed,554.0
CUST001670,Jeanette,Krause,1955-08-23,Gauteng,54351.78,Unemployed,300.0
CUST001671,Andrew,Garrett,24 Mar 1961,KwaZulu-Natal,34128.01,Retired,681.0
CUST001672,Melanie,Marsh,09 Jul 2003,Gauteng,7316.92,Self-Employed,569.0
CUST001673,Robert,Cook,20/06/1982,Western Cape,64412.97,Employed,787.0
CUST001674,Dana,Smith,1965-03-23,Western Cape,41147.19,Unemployed,
CUST001675,Juan,Tyler,04 May 1970,Western Cape,16840.24,Retired,330.0
CUST001676,William,Nguyen,11 Nov 1955,North West,82819.02,Employed,364.0
CUST001677,Gina,Peterson,05-04-1990,Free State,20817.24,Unemployed,492.0
CUST001678,Christina,Johnson,31 Dec 1963,Gauteng,8051.91,Retired,800.0
CUST001679,Mark,Morgan,1987-11-05,Free State,52642.95,Retired,467.0
CUST001680,Sabrina,Robles,07-23-1986,Northern Cape,30317.25,Retired,478.0
CUST001681,Timothy,Burton,05-21-1998,North West,66268.72,Retired,717.0
CUST001682,Amanda,Rogers,13 Mar 1993,Western Cape,75724.17,Unemployed,777.0
CUST001683,Robert,Newton,27/08/1995,Gauteng,78423.04,Self-Employed,649.0
CUST001684,Kevin,Hardy,17/09/1970,KwaZulu-Natal,68278.36,Retired,383.0
CUST001685,Amanda,Clark,1988-06-21,Northern Cape,46325.29,Unemployed,468.0
CUST001686,Lauren,Barron,07-16-1972,North West,63414.3,Retired,835.0
CUST001687,Tara,Ramirez,23 Jan 1957,Eastern Cape,64861.02,Employed,531.0
CUST001688,Tonya,Sims,02 Jan 1996,KwaZulu-Natal,76566.37,Employed,816.0
CUST001689,Ashley,Price,19 Feb 1984,KwaZulu-Natal,60442.46,Retired,610.0
CUST001690,Michelle,Walton,1989-06-02,,7003.34,Self-Employed,373.0
CUST001691,Leonard,Johnson,07 Jun 1975,Western Cape,33279.9,Unemployed,651.0
CUST001692,Tyler,Young,04/04/1977,Free State,51970.11,Employed,803.0
CUST001693,Stephanie,Robinson,29 Jan 1970,Limpopo,25090.47,Retired,400.0
CUST001694,Daniel,Glover,11-25-1992,North West,35087.37,Employed,786.0
CUST001695,Robin,Wallace,1956-10-06,Western Cape,71365.72,Employed,765.0
CUST001696,Timothy,Porter,09-11-1964,Eastern Cape,42277.0,Retired,521.0
CUST001697,Sandra,Oconnor,1980-09-13,Gauteng,52271.04,Employed,818.0
CUST001698,Kimberly,Thomas,31/05/1997,North West,49986.52,Employed,559.0
CUST001699,Lynn,Hurley,19 Jan 1988,KwaZulu-Natal,28117.85,Unemployed,639.0
CUST001700,David,Hardy,13/08/1977,Western Cape,,Self-Employed,685.0
CUST001701,Jennifer,Boyd,07/10/1955,Eastern Cape,59484.17,Self-Employed,755.0
CUST001702,Sarah,Mcdaniel,1984-02-04,Western Cape,15125.92,Employed,748.0
CUST001703,Christopher,Owens,12 Oct 1957,Gauteng,76764.0,Employed,728.0
CUST001704,Abigail,Hopkins,07-26-1970,Mpumalanga,38491.55,Unemployed,666.0
CUST001705,Becky,Collins,22/05/1998,KwaZulu-Natal,17540.62,Self-Employed,756.0
CUST001706,Manuel,Lee,11-05-1968,Northern Cape,9878.92,Self-Employed,723.0
CUST001707,Luis,Alexander,1961-03-19,Eastern Cape,28677.62,Retired,311.0
CUST001708,Edward,Hill,1956-04-19,Western Cape,25903.95,Unemployed,440.0
CUST001709,Cindy,Palmer,25/06/1965,North West,19687.69,Retired,519.0
CUST001710,Michael,Flores,12 May 1962,Northern Cape,48082.93,Self-Employed,430.0
CUST001711,Janet,Campbell,27/04/1967,Western Cape,84184.29,Self-Employed,552.0
CUST001712,Charles,Austin,29 Oct 1971,Limpopo,71152.04,Retired,343.0
CUST001713,Scott,Anderson,28 Feb 1978,Gauteng,62982.87,Retired,530.0
CUST001714,Emma,Rodriguez,24/02/1958,North West,68132.64,Self-Employed,547.0
CUST001715,Ronald,White,03-07-1984,North West,39335.69,Employed,386.0
CUST001716,Brittany,Huff,19/02/1989,Gauteng,36158.02,Unemployed,610.0
CUST001717,Christina,Edwards,10-21-1994,Free State,42327.91,Self-Employed,780.0
CUST001718,Jennifer,Lambert,05 Mar 1981,Limpopo,54117.52,Unemployed,577.0
CUST001719,Terri,Campos,02/12/1977,Limpopo,30595.23,Self-Employed,656.0
CUST001720,David,Hess,17/09/1999,Limpopo,37628.91,Retired,492.0
CUST001721,Taylor,Bryant,03/06/1988,Free State,59721.36,Unemployed,509.0
CUST001722,Jennifer,Marshall,09/09/1966,Western Cape,75029.73,Self-Employed,645.0
CUST001723,Jeffrey,Callahan,07 Mar 1985,Limpopo,43489.64,Retired,850.0
CUST001724,Roberta,Myers,02-23-1989,Western Cape,82304.35,Retired,303.0
CUST001725,Elizabeth,Mccormick,12-03-1997,North West,84263.73,Unemployed,823.0
CUST001726,Shawn,Johnson,20/05/1978,Free State,38930.44,Employed,787.0
CUST001727,Michael,Murray,10-07-1963,Western Cape,14394.79,Employed,342.0
CUST001728,Katrina,Munoz,09-06-1961,Western Cape,26107.35,Retired,509.0
CUST001729,Dakota,Roth,1993-10-23,Gauteng,83135.32,Unemployed,740.0
CUST001730,Mark,Banks,08/08/1993,Free State,32960.89,Employed,624.0
CUST001731,Amanda,Morales,31/05/1975,Mpumalanga,54111.88,Employed,576.0
CUST001732,Christine,Kelley,2002-04-25,Western Cape,37215.38,Self-Employed,477.0
CUST001733,Patrick,Peterson,08-20-1994,,58528.51,Retired,756.0
CUST001734,Brittany,Mueller,1976-06-18,Western Cape,40252.71,Retired,
CUST001735,Kristin,Stephens,11-26-1966,Eastern Cape,44067.35,Unemployed,
CUST001736,Elaine,Miller,31 Mar 2000,North West,34523.36,Retired,472.0
CUST001737,Audrey,Tucker,28/12/1983,Eastern Cape,37110.73,Unemployed,536.0
CUST001738,Steven,Peters,09 Jan 1995,Gauteng,49846.38,Employed,763.0
CUST001739,Gregory,Blanchard,1958-11-28,Mpumalanga,,Retired,756.0
CUST001740,Daniel,Cervantes,1992-08-04,Mpumalanga,22898.83,Unemployed,790.0
CUST001741,Nicholas,Snyder,04/04/1987,Northern Cape,69716.44,Retired,673.0
CUST001742,Christopher,Montoya,26/02/1998,Western Cape,17279.67,Employed,556.0
CUST001743,Rebecca,Fields,07-30-1955,North West,15901.54,Self-Employed,534.0
CUST001744,Dwayne,Hernandez,24/01/1981,Northern Cape,74680.71,Self-Employed,595.0
CUST001745,Peter,Lane,16 Dec 1964,KwaZulu-Natal,69522.16,Employed,368.0
CUST001746,Erin,Stewart,12-10-1982,KwaZulu-Natal,67214.27,Unemployed,483.0
CUST001747,Robin,Torres,05/11/2000,Eastern Cape,30700.97,Unemployed,825.0
CUST001748,Ryan,Haas,1972-02-03,Mpumalanga,8391.73,Self-Employed,547.0
CUST001749,Christopher,Smith,11-30-2002,Free State,41123.0,Self-Employed,465.0
CUST001750,Richard,Anderson,1969-09-08,Western Cape,15440.29,Retired,704.0
CUST001751,Mike,Dunn,12 Feb 1958,Northern Cape,56611.94,Retired,557.0
CUST001752,Jacqueline,Hoover,23 Oct 1972,KwaZulu-Natal,44728.0,Self-Employed,375.0
CUST001753,Michelle,Glenn,11-10-1966,Free State,77285.3,Unemployed,
CUST001754,Jacqueline,Long,02 Nov 1970,Eastern Cape,21853.42,Self-Employed,760.0
CUST001755,Patrick,James,25/09/1981,Free State,15956.38,Retired,558.0
CUST001756,Elaine,Wells,07 Aug 1964,North West,20977.74,Employed,551.0
CUST001757,Patrick,Middleton,1995-11-20,Free State,32719.69,Retired,379.0
CUST001758,Eric,Bright,09-24-1987,Northern Cape,7762.22,Retired,369.0
CUST001759,Dennis,Jones,27/04/1956,Free State,17858.6,Self-Employed,576.0
CUST001760,Jennifer,Tucker,12/07/1976,Northern Cape,40592.87,Retired,655.0
CUST001761,Veronica,Miller,05-24-1986,Limpopo,46118.3,Retired,799.0
CUST001762,Robert,Bryant,1993-06-08,Northern Cape,50091.22,Self-Employed,686.0
CUST001763,Cassandra,Simmons,13 Mar 1964,Free State,65849.76,Retired,582.0
CUST001764,William,Arnold,1977-03-03,Gauteng,81261.55,Self-Employed,727.0
CUST001765,Michael,Lopez,02/08/1984,Mpumalanga,25039.4,Employed,367.0
CUST001766,Becky,Bradford,1966-12-06,Free State,67854.48,Self-Employed,805.0
CUST001767,Walter,Jenkins,13 Oct 1981,Limpopo,83346.38,Unemployed,638.0
CUST001768,Michael,Good,11-02-1982,Northern Cape,59397.56,Unemployed,551.0
CUST001769,Janet,Wilson,1978-09-06,Mpumalanga,30916.37,Retired,714.0
CUST001770,Hannah,Thomas,09-02-1990,Free State,16411.74,Self-Employed,554.0
CUST001771,Tonya,Terrell,14/12/1992,Western Cape,45220.41,Retired,729.0
CUST001772,Steven,Miller,04-13-1998,Western Cape,54656.18,Employed,621.0
